prompt|model|order|iteration|prompt_length
A group of explorers discovers a lost city hidden beneath the ice.|Gemini|27|6|66
A child finds a magical crayon that can bring drawings to life.|Gemini|28|6|63
A world where everyone is born with a predetermined destiny.|Gemini|29|6|60
A baker accidentally creates a cake that makes people tell the truth.|Gemini|30|6|69
A lawyer defends a robot accused of murder.|Gemini|31|6|43
A group of teenagers discovers a secret government conspiracy.|Gemini|32|6|62
A teacher finds a student with extraordinary psychic abilities.|Gemini|33|6|63
A world where dreams are shared and can be manipulated.|Gemini|34|6|55
A doctor discovers a cure for aging but faces unexpected consequences.|Gemini|35|6|70
A journalist investigates a series of mysterious disappearances in a small town.|Gemini|36|6|80
A librarian accidentally swaps books with a parallel universe.|Gemini|37|6|62
A world where gravity is reversed for one hour each day.|Gemini|38|6|56
A chef creates a dish that can heal broken hearts.|Gemini|39|6|50
A group of friends gets trapped in a video game.|Gemini|40|6|48
A robot learns what it means to be human through observing nature.|Gemini|41|6|66
A world where music is outlawed.|Gemini|42|6|32
A detective investigates a crime where the suspect is a famous magician.|Gemini|43|6|72
A child befriends a dragon living in their backyard.|Gemini|44|6|52
A world where people can control the elements.|Gemini|45|6|46
A writer finds inspiration in the conversations of strangers.|Gemini|46|6|61
A scientist invents a device that can predict the future.|Gemini|47|6|57
A thief attempts to steal a priceless painting but gets caught in a time loop.|Gemini|48|6|78
A group of explorers discovers a new species of intelligent plant life.|Gemini|49|6|71
A child finds a magical snow globe that can transport them to different worlds.|Gemini|50|6|79
A sentient toaster falls in love with a blender.|Gemini|1|7|48
A retired superhero opens a bakery, but their past keeps haunting them.|Gemini|2|7|71
A child discovers a hidden portal in their backyard leading to a land of talking animals.|Gemini|3|7|89
Two rival spies are forced to work together on a mission to save the world.|Gemini|4|7|75
A librarian finds a book that predicts the future, but only in vague riddles.|Gemini|5|7|77
An astronaut stranded on Mars communicates with a mysterious entity.|Gemini|6|7|68
A group of friends stumble upon a time capsule buried decades ago.|Gemini|7|7|66
A struggling artist sells their soul for fame, but regrets it immediately.|Gemini|8|7|74
A detective investigates a crime in a city where everyone has superpowers.|Gemini|9|7|74
A robot learns to feel emotions after befriending a stray cat.|Gemini|10|7|62
A musician discovers a hidden melody that can control people's minds.|Gemini|11|7|69
A small town is plagued by a series of strange disappearances during a full moon.|Gemini|12|7|81
A gardener grows a flower that grants wishes, but with unexpected consequences.|Gemini|13|7|79
A chef creates a dish so delicious, it can bring peace to warring nations.|Gemini|14|7|74
A writer's fictional characters come to life and demand changes to the story.|Gemini|15|7|77
A teacher discovers that one of their students is from the future.|Gemini|16|7|66
A group of teenagers finds a map leading to a legendary treasure.|Gemini|17|7|65
A scientist invents a device that can translate animal languages.|Gemini|18|7|65
A lonely lighthouse keeper finds a message in a bottle from a long-lost lover.|Gemini|19|7|78
A gamer gets sucked into their favorite video game.|Gemini|20|7|51
A world where dreams are currency and nightmares are debt.|Gemini|21|7|58
A sentient cloud decides to rain only on deserving people.|Gemini|22|7|58
A talking dog becomes a therapist for humans.|Gemini|23|7|45
A society where memories are bought and sold.|Gemini|24|7|45
A person wakes up one day to find they can control the weather.|Gemini|25|7|63
An alien visits Earth disguised as a tourist.|Gemini|26|7|45
A magical mirror shows not your reflection, but your deepest desires.|Gemini|27|7|69
A detective solves a murder mystery on a train full of suspects.|Gemini|28|7|64
A time traveler tries to prevent a catastrophe, but accidentally causes it.|Gemini|29|7|75
A ghost tries to solve their own murder.|Gemini|30|7|40
A world where gravity is optional.|Gemini|31|7|34
A group of animals forms a secret society to protect their forest.|Gemini|32|7|66
A child befriends a monster under their bed.|Gemini|33|7|44
A world where music is outlawed.|Gemini|34|7|32
A superhero loses their powers and has to live a normal life.|Gemini|35|7|61
A person finds a magical artifact that grants them immortality, but at a cost.|Gemini|36|7|78
A struggling farmer discovers a field of gold.|Gemini|37|7|46
A world where books are illegal and people share stories orally.|Gemini|38|7|64
A detective investigates a case where people are losing their shadows.|Gemini|39|7|70
A person wakes up in a different body every day.|Gemini|40|7|48
A group of friends gets trapped in a haunted house.|Gemini|41|7|51
A world where everyone speaks in rhyme.|Gemini|42|7|39
A child invents a machine that can make anything real.|Gemini|43|7|54
A person discovers they are the last of their kind.|Gemini|44|7|51
A world where emotions are controlled by pills.|Gemini|45|7|47
A talking tree offers wisdom to those who listen.|Gemini|46|7|49
A chef accidentally creates a potion that makes people fall in love.|Gemini|47|7|68
A person finds a hidden room in their house containing a portal to another dimension.|Gemini|48|7|85
A world where laughter is a valuable commodity.|Gemini|49|7|47
A forgotten god wakes up in the modern world.|Gemini|50|7|45
A sentient toaster falls in love with a spatula.|Gemini|1|8|48
A detective investigates a crime where all the evidence is written in emojis.|Gemini|2|8|77
A group of squirrels forms a secret society to control the city's power grid.|Gemini|3|8|77
A time traveler accidentally brings back a dinosaur egg from the Cretaceous period, but it hatches into a rubber chicken.|Gemini|4|8|121
A librarian discovers a hidden portal to a world made entirely of books.|Gemini|5|8|72
A lonely astronaut befriends a talking space rock.|Gemini|6|8|50
A fortune cookie predicts the end of the world, but only to one person.|Gemini|7|8|71
A street performer's music has the power to control the weather.|Gemini|8|8|64
A child finds a magic crayon that can bring drawings to life.|Gemini|9|8|61
A grumpy cat accidentally swaps bodies with a motivational speaker.|Gemini|10|8|67
A robot learns to feel emotions by watching old movies.|Gemini|11|8|55
A superhero's greatest weakness is their crippling fear of pigeons.|Gemini|12|8|67
A baker's bread can tell the future.|Gemini|13|8|36
A struggling artist finds inspiration in the patterns of mold growing on their wall.|Gemini|14|8|84
A group of friends gets trapped in a board game.|Gemini|15|8|48
A talking dog runs for mayor.|Gemini|16|8|29
A cloud becomes self-aware and decides to rain only on Tuesdays.|Gemini|17|8|64
A vampire is allergic to garlic bread.|Gemini|18|8|38
A ghost tries to haunt a house but keeps getting distracted by the reality TV shows on the television.|Gemini|19|8|102
A group of garden gnomes plots a revolution against their owner.|Gemini|20|8|64
A telemarketer accidentally calls someone from the future.|Gemini|21|8|58
A lost sock discovers a secret world behind the washing machine.|Gemini|22|8|64
A tree starts writing poetry in its leaves.|Gemini|23|8|43
A group of pigeons starts a business delivering messages.|Gemini|24|8|57
A museum curator discovers a painting that changes every day.|Gemini|25|8|61
A detective investigates a series of disappearances where the victims are replaced by cardboard cutouts of themselves.|Gemini|26|8|118
A chef invents a dish that can cure any ailment.|Gemini|27|8|48
A group of kids finds a map leading to buried treasure, but the treasure is just a lifetime supply of broccoli.|Gemini|28|8|111
A superhero's sidekick accidentally gains superpowers and becomes more popular than the hero.|Gemini|29|8|93
A scientist creates a shrinking ray and accidentally shrinks themselves into a dust bunny.|Gemini|30|8|90
A group of ants builds a skyscraper out of sugar cubes.|Gemini|31|8|55
A time traveler tries to prevent a historical disaster but accidentally makes it worse.|Gemini|32|8|87
A librarian discovers a book that can rewrite reality.|Gemini|33|8|54
A talking parrot becomes a lawyer.|Gemini|34|8|34
A sentient AI falls in love with a human.|Gemini|35|8|41
A group of teenagers finds a mysterious object that grants them wishes, but each wish has a terrible consequence.|Gemini|36|8|113
A famous detective is hired to solve the mystery of the missing cookies from the cookie jar.|Gemini|37|8|92
A lonely scarecrow befriends a flock of crows.|Gemini|38|8|46
A cloud city is powered by laughter.|Gemini|39|8|36
A group of kids discovers a hidden portal to a world where everything is made of candy.|Gemini|40|8|87
A superhero's secret identity is revealed when they accidentally order pizza using their real name.|Gemini|41|8|99
A time traveler goes back in time to meet their younger self.|Gemini|42|8|61
A talking cat becomes a therapist.|Gemini|43|8|34
A group of students accidentally creates a black hole in their science lab.|Gemini|44|8|75
A detective investigates a series of crimes where the victims are all clowns.|Gemini|45|8|77
A robot becomes a stand-up comedian.|Gemini|46|8|36
A struggling writer finds inspiration in the dreams of strangers.|Gemini|47|8|65
A superhero's greatest weakness is their love for kittens.|Gemini|48|8|58
A chef creates a dish that can make people tell the truth.|Gemini|49|8|58
A group of friends gets lost in a haunted forest.|Gemini|50|8|49
A time traveler tries to prevent the invention of the internet.|Gemini|51|8|63
A sentient toaster falls in love with a spatula.|Gemini|1|9|48
A detective investigates a crime where the only evidence is a single, talking goldfish.|Gemini|2|9|87
In a world where emotions are currency, a person goes bankrupt.|Gemini|3|9|63
A librarian discovers a book that writes itself.|Gemini|4|9|48
A group of squirrels plot to overthrow the local park's human overlords.|Gemini|5|9|72
A time traveler accidentally brings back a dinosaur to the present day, but it's surprisingly well-behaved.|Gemini|6|9|107
A lonely lighthouse keeper finds a message in a bottle from someone on a distant planet.|Gemini|7|9|88
